land_size_acres,experience_years,loan_amount,loan_amount_per_acre,loan_to_experience_ratio,crop_type,crop_season_risk,irrigation,soil_quality,yield_variance,rainfall_deviation,market_volatility,repayment_history,loan_purpose,default_risk
1.29,4,202291,156814.73,40458.2,rice,low,partial,good,0.28,26,high,poor,consumption,1
4.19,6,489731,116880.91,69961.57,millets,low,partial,average,0.65,5,medium,mixed,consumption,0
2.97,23,446225,150244.11,18592.71,millets,low,partial,poor,0.24,27,medium,mixed,semi,0
1.82,6,463116,254459.34,66159.43,maize,low,rainfed,poor,0.59,5,medium,mixed,productive,1
5.33,9,136513,25612.2,13651.3,maize,low,assured,average,0.9,40,medium,none,productive,0
2.82,19,343818,121921.28,17190.9,millets,low,assured,average,0.84,22,high,good,consumption,1
5.39,2,34083,6323.38,11361.0,millets,high,assured,good,0.82,22,high,good,consumption,1
4.35,9,486837,111916.55,48683.7,pulses,low,rainfed,good,0.88,15,low,mixed,semi,0
0.78,24,290603,372567.95,11624.12,maize,low,partial,average,0.5,4,medium,good,productive,0
3.52,23,386944,109927.27,16122.67,rice,low,assured,good,0.44,40,medium,poor,productive,0
5.67,8,258040,45509.7,28671.11,pulses,low,partial,average,0.97,39,medium,none,productive,0
4.3,18,305323,71005.35,16069.63,wheat,high,rainfed,average,0.92,7,high,good,consumption,1
4.54,18,134023,29520.48,7053.84,millets,low,assured,average,0.5,17,medium,mixed,consumption,0
3.43,9,282636,82401.17,28263.6,maize,low,partial,average,0.52,32,medium,poor,productive,0
3.33,13,212571,63835.14,15183.64,maize,low,assured,good,0.97,39,low,none,semi,1
1.73,20,323580,187040.46,15408.57,pulses,low,partial,poor,0.63,40,medium,mixed,productive,0
3.16,10,43221,13677.53,3929.18,millets,low,rainfed,average,0.98,37,medium,poor,productive,1
1.0,25,384878,384878.0,14803.0,rice,low,assured,average,0.7,16,medium,mixed,productive,0
5.54,6,79526,14354.87,11360.86,cotton,high,assured,average,0.63,4,low,mixed,productive,0
5.23,12,245037,46852.2,18849.0,millets,high,partial,good,0.52,20,high,poor,consumption,1
4.16,27,350048,84146.15,12501.71,rice,low,rainfed,poor,0.32,37,high,good,semi,1
3.24,28,446616,137844.44,15400.55,cotton,low,rainfed,poor,0.97,22,high,good,consumption,1
4.62,1,401700,86948.05,200850.0,maize,low,rainfed,good,0.51,34,low,good,productive,1
3.27,13,482291,147489.6,34449.36,millets,low,rainfed,poor,0.34,34,high,poor,productive,1
5.81,21,460370,79237.52,20925.91,wheat,low,rainfed,good,0.59,27,medium,none,semi,0
0.59,24,284799,482710.17,11391.96,rice,low,assured,poor,0.29,16,high,poor,consumption,1
2.03,14,213824,105332.02,14254.93,wheat,high,partial,good,0.36,7,low,mixed,productive,0
5.37,20,251649,46862.01,11983.29,wheat,high,rainfed,poor,0.32,9,high,poor,semi,1
2.76,19,490703,177790.94,24535.15,pulses,low,partial,good,0.44,5,high,none,productive,1
2.97,2,148269,49922.22,49423.0,wheat,high,partial,poor,0.44,13,high,mixed,productive,0
3.45,7,179098,51912.46,22387.25,cotton,low,rainfed,good,0.54,3,high,none,semi,1
5.76,1,443447,76987.33,221723.5,rice,low,partial,average,0.15,9,high,mixed,consumption,1
1.63,4,472130,289650.31,94426.0,cotton,high,rainfed,poor,0.83,28,high,poor,semi,1
2.51,23,15904,6336.25,662.67,rice,low,rainfed,poor,0.77,25,low,good,semi,0
1.78,30,307244,172608.99,9911.1,wheat,low,partial,average,0.77,3,low,good,productive,0
1.13,13,47815,42314.16,3415.36,wheat,high,partial,average,0.21,2,high,poor,consumption,1
5.04,14,381071,75609.33,25404.73,wheat,low,assured,poor,0.54,22,high,mixed,productive,0
5.62,13,376972,67076.87,26926.57,wheat,low,partial,good,0.83,37,medium,mixed,consumption,0
3.41,19,176823,51854.25,8841.15,rice,low,partial,average,0.71,22,medium,poor,productive,0
5.91,7,345793,58509.81,43224.12,rice,low,assured,poor,0.32,31,high,mixed,consumption,1
2.79,8,113247,40590.32,12583.0,pulses,low,assured,good,0.23,40,low,none,semi,0
1.75,3,409667,234095.43,102416.75,maize,low,partial,poor,0.91,28,high,good,consumption,1
2.59,6,283322,109390.73,40474.57,rice,low,partial,good,0.65,25,low,mixed,semi,0
2.58,23,467083,181039.92,19461.79,maize,low,partial,average,0.98,13,high,mixed,consumption,1
5.93,5,324530,54726.81,54088.33,cotton,high,assured,average,0.89,32,low,good,semi,0
0.76,14,98805,130006.58,6587.0,pulses,low,partial,average,0.2,30,high,none,productive,1
5.5,9,68141,12389.27,6814.1,wheat,low,rainfed,poor,0.37,40,high,mixed,productive,0
5.17,13,435516,84239.07,31108.29,millets,low,assured,poor,0.18,17,medium,good,productive,0
4.54,6,49078,10810.13,7011.14,cotton,low,assured,poor,0.62,33,medium,good,productive,0
1.91,14,373733,195671.73,24915.53,cotton,low,assured,good,0.54,22,high,mixed,semi,0
5.42,19,41919,7734.13,2095.95,maize,low,assured,good,0.62,31,medium,poor,consumption,1
4.56,12,210959,46262.94,16227.62,cotton,high,assured,poor,0.35,26,high,mixed,productive,0
1.67,23,95870,57407.19,3994.58,rice,low,partial,good,0.35,12,medium,none,semi,0
4.34,29,70937,16344.93,2364.57,cotton,low,assured,good,0.21,33,low,mixed,semi,0
1.84,18,103917,56476.63,5469.32,millets,low,assured,poor,0.56,11,high,none,productive,0
5.64,23,444247,78767.2,18510.29,pulses,low,partial,good,0.16,20,medium,good,consumption,0
1.52,27,349789,230124.34,12492.46,millets,low,assured,poor,0.31,6,low,good,productive,0
5.41,12,130575,24135.86,10044.23,millets,high,partial,poor,0.97,2,high,good,semi,1
0.73,6,458794,628484.93,65542.0,rice,low,rainfed,poor,0.27,9,high,poor,semi,1
4.53,23,119876,26462.69,4994.83,rice,low,partial,good,0.94,20,medium,poor,productive,0
2.01,26,122705,61047.26,4544.63,wheat,low,partial,good,0.54,35,high,none,consumption,1
1.34,6,489071,364978.36,69867.29,wheat,low,assured,poor,0.84,21,medium,poor,semi,1
3.08,1,458309,148801.62,229154.5,millets,high,rainfed,poor,0.16,14,low,mixed,consumption,1
6.0,1,79201,13200.17,39600.5,pulses,low,rainfed,good,0.46,31,low,poor,consumption,1
2.82,21,46946,16647.52,2133.91,maize,low,rainfed,good,0.73,17,medium,good,productive,0
3.16,27,272677,86290.19,9738.46,maize,low,assured,average,0.2,16,high,poor,consumption,1
3.05,6,288751,94672.46,41250.14,wheat,low,assured,average,0.53,20,low,poor,consumption,0
3.54,10,27306,7713.56,2482.36,cotton,high,assured,average,0.85,28,low,poor,consumption,1
3.37,24,316490,93913.95,12659.6,pulses,low,partial,poor,0.46,37,medium,mixed,semi,0
4.47,28,496304,111029.98,17113.93,rice,low,assured,poor,0.47,28,high,good,consumption,0
1.2,0,256869,214057.5,256869.0,rice,low,partial,average,0.73,4,low,none,productive,1
3.6,7,429984,119440.0,53748.0,cotton,low,rainfed,good,0.61,39,high,good,semi,0
5.33,12,282066,52920.45,21697.38,rice,low,rainfed,good,0.13,35,high,none,consumption,1
5.02,20,234947,46802.19,11187.95,cotton,high,assured,average,0.55,10,medium,none,productive,0
3.74,23,263524,70460.96,10980.17,pulses,low,assured,average,0.44,29,medium,poor,productive,0
1.93,24,56976,29521.24,2279.04,wheat,high,rainfed,poor,0.55,18,high,poor,productive,1
5.16,11,471371,91350.97,39280.92,millets,low,assured,poor,0.53,39,medium,poor,semi,1
4.42,29,423544,95824.43,14118.13,pulses,low,rainfed,good,0.94,30,low,poor,consumption,1
4.68,22,468951,100203.21,20389.17,rice,low,partial,poor,0.49,25,medium,none,consumption,1
5.82,7,256723,44110.48,32090.38,wheat,low,partial,average,0.94,5,high,poor,productive,0
0.94,18,14617,15550.0,769.32,rice,low,partial,poor,0.9,33,medium,poor,consumption,1
5.55,9,64731,11663.24,6473.1,millets,low,assured,average,0.17,13,low,good,consumption,0
1.32,21,280515,212511.36,12750.68,pulses,low,assured,good,0.22,27,low,none,semi,1
0.52,29,295521,568309.62,9850.7,cotton,low,rainfed,poor,0.15,8,medium,mixed,semi,1
1.52,18,458118,301393.42,24111.47,maize,low,assured,poor,0.17,35,high,good,consumption,1
0.56,19,258162,461003.57,12908.1,cotton,low,partial,good,0.98,25,low,good,productive,0
1.15,21,317670,276234.78,14439.55,rice,low,rainfed,average,0.39,14,medium,poor,productive,1
3.81,4,57165,15003.94,11433.0,maize,low,rainfed,average,0.65,10,high,none,productive,0
1.0,18,439415,439415.0,23127.11,rice,low,assured,poor,0.8,37,medium,mixed,consumption,1
4.98,6,51276,10296.39,7325.14,maize,low,rainfed,poor,0.51,1,low,poor,consumption,1
1.0,4,252095,252095.0,50419.0,millets,high,partial,poor,0.31,25,medium,mixed,consumption,1
0.93,7,163301,175592.47,20412.62,pulses,low,assured,poor,0.26,18,medium,poor,productive,1
2.75,12,74035,26921.82,5695.0,maize,low,partial,average,0.35,11,high,none,productive,0
5.2,17,165683,31862.12,9204.61,maize,low,assured,poor,0.92,21,medium,mixed,consumption,0
5.55,20,78140,14079.28,3720.95,wheat,high,rainfed,average,0.69,1,high,none,productive,1
3.27,18,204718,62604.89,10774.63,millets,low,assured,average,0.5,39,low,mixed,productive,0
2.01,29,35579,17701.0,1185.97,rice,low,partial,good,0.29,7,medium,good,productive,0
5.54,4,483035,87190.43,96607.0,pulses,low,rainfed,average,0.17,4,high,mixed,consumption,1
3.08,18,445913,144776.95,23469.11,maize,low,partial,average,0.2,9,low,mixed,consumption,0
5.8,4,138434,23867.93,27686.8,millets,low,partial,good,0.84,19,low,good,semi,0
2.94,7,236817,80550.0,29602.12,millets,high,partial,poor,0.62,10,low,poor,semi,1
4.28,30,63440,14822.43,2046.45,cotton,low,partial,average,0.59,7,low,good,consumption,0
0.73,10,425906,583432.88,38718.73,maize,low,partial,average,0.25,8,low,poor,consumption,1
4.18,21,25159,6018.9,1143.59,maize,low,rainfed,good,0.78,23,high,good,productive,0
5.0,14,379130,75826.0,25275.33,wheat,low,rainfed,average,0.88,3,high,mixed,consumption,1
2.75,21,486743,176997.45,22124.68,wheat,high,partial,good,0.3,11,high,none,consumption,1
5.44,7,154758,28448.16,19344.75,rice,low,assured,good,0.71,31,medium,good,productive,0
5.77,13,274834,47631.54,19631.0,millets,low,assured,average,0.2,9,medium,none,consumption,0
2.83,7,382637,135207.42,47829.62,millets,low,assured,average,0.19,5,medium,mixed,semi,0
3.0,8,413019,137673.0,45891.0,millets,high,assured,average,1.0,9,low,poor,productive,1
0.5,11,8320,16640.0,693.33,cotton,low,partial,good,0.44,35,low,poor,productive,0
4.78,12,290103,60691.0,22315.62,cotton,low,partial,good,0.21,22,high,none,semi,0
5.7,22,37261,6537.02,1620.04,cotton,low,partial,average,0.6,37,high,none,consumption,1
1.68,3,438269,260874.4,109567.25,pulses,low,assured,good,0.62,37,low,poor,productive,1
5.06,1,494534,97733.99,247267.0,pulses,low,rainfed,good,0.27,30,medium,poor,productive,1
4.84,5,479324,99033.88,79887.33,cotton,low,rainfed,poor,0.51,4,high,poor,consumption,1
2.01,1,325736,162057.71,162868.0,millets,high,rainfed,poor,0.21,27,medium,none,consumption,1
1.92,1,245942,128094.79,122971.0,rice,low,rainfed,poor,0.62,24,high,mixed,consumption,1
2.94,30,309357,105223.47,9979.26,rice,low,partial,good,0.58,25,medium,poor,consumption,0
1.96,10,498653,254414.8,45332.09,maize,low,assured,poor,0.17,16,low,mixed,productive,0
4.32,11,371164,85917.59,30930.33,wheat,low,assured,good,0.27,26,high,good,consumption,0
3.96,15,321837,81271.97,20114.81,maize,low,partial,good,0.4,3,low,poor,semi,0
5.2,3,146739,28219.04,36684.75,cotton,high,partial,poor,0.32,25,high,poor,productive,1
1.69,18,246563,145895.27,12977.0,rice,low,partial,good,0.71,8,low,mixed,productive,0
1.9,3,371155,195344.74,92788.75,cotton,high,rainfed,good,0.73,32,high,none,semi,1
2.89,30,27363,9468.17,882.68,wheat,low,rainfed,good,0.62,31,medium,poor,productive,0
4.02,13,322114,80127.86,23008.14,rice,low,partial,good,0.47,19,medium,good,productive,0
5.26,3,83880,15946.77,20970.0,millets,high,partial,poor,0.69,37,low,good,consumption,1
3.93,15,27696,7047.33,1731.0,cotton,high,partial,poor,0.23,29,low,mixed,consumption,0
4.71,2,222707,47283.86,74235.67,rice,low,partial,poor,0.35,24,medium,good,consumption,1
5.78,12,417247,72188.06,32095.92,pulses,low,partial,average,0.26,4,high,poor,consumption,1
4.85,25,461507,95156.08,17750.27,millets,high,rainfed,average,0.96,0,high,poor,consumption,1
1.11,14,379612,341992.79,25307.47,pulses,low,partial,good,0.37,14,high,poor,consumption,1
3.43,26,420048,122462.97,15557.33,millets,low,partial,poor,0.55,14,medium,good,semi,0
2.38,1,288877,121376.89,144438.5,cotton,high,assured,average,0.5,13,low,none,productive,1
2.31,12,235619,101999.57,18124.54,millets,low,rainfed,poor,0.86,21,medium,mixed,productive,0
4.95,26,44041,8897.17,1631.15,rice,low,partial,good,0.38,5,medium,none,semi,0
3.4,0,265179,77993.82,265179.0,millets,high,assured,average,0.92,22,high,mixed,consumption,1
5.0,14,117102,23420.4,7806.8,rice,low,rainfed,poor,0.48,30,high,mixed,productive,0
2.39,2,22254,9311.3,7418.0,pulses,low,assured,good,0.16,19,medium,poor,consumption,0
4.39,30,126272,28763.55,4073.29,rice,low,partial,poor,0.23,30,low,mixed,consumption,0
1.85,17,144958,78355.68,8053.22,cotton,high,partial,poor,0.34,27,medium,poor,consumption,1
1.49,13,300377,201595.3,21455.5,rice,low,rainfed,average,0.78,36,low,good,productive,1
5.63,21,1132,201.07,51.45,maize,low,partial,good,0.36,1,low,none,semi,0
3.12,28,8184,2623.08,282.21,pulses,low,partial,good,0.29,26,low,good,consumption,0
4.91,0,119789,24396.95,119789.0,maize,low,rainfed,poor,0.86,0,medium,good,productive,1
2.84,17,230051,81003.87,12780.61,millets,low,assured,good,0.72,6,low,good,consumption,0
4.3,13,49684,11554.42,3548.86,cotton,high,partial,average,0.81,8,high,poor,semi,1
1.44,3,260492,180897.22,65123.0,cotton,high,assured,poor,0.23,24,low,poor,consumption,1
1.77,7,438016,247466.67,54752.0,maize,low,partial,poor,0.38,27,medium,none,productive,1
4.32,0,54920,12712.96,54920.0,wheat,low,assured,average,0.91,16,low,poor,consumption,1
1.12,22,296473,264708.04,12890.13,cotton,low,rainfed,poor,0.37,8,high,poor,semi,1
1.85,2,35042,18941.62,11680.67,rice,low,assured,average,0.64,14,low,good,productive,0
3.19,21,4931,1545.77,224.14,millets,high,rainfed,good,0.19,31,low,poor,consumption,1
3.38,12,267657,79188.46,20589.0,pulses,low,rainfed,good,0.19,6,medium,good,consumption,0
4.55,26,210855,46341.76,7809.44,cotton,high,assured,good,0.2,23,high,mixed,semi,0
3.39,12,369298,108937.46,28407.54,maize,low,assured,poor,0.28,2,medium,mixed,consumption,0
5.95,10,138591,23292.61,12599.18,rice,low,rainfed,average,0.92,34,low,mixed,productive,0
4.63,22,376820,81386.61,16383.48,millets,high,assured,average,0.52,28,high,none,productive,0
3.98,2,471049,118354.02,157016.33,cotton,low,rainfed,poor,0.38,22,low,good,semi,1
4.7,16,315689,67167.87,18569.94,rice,low,partial,good,0.89,18,low,none,consumption,1
2.62,1,145078,55373.28,72539.0,maize,low,partial,good,0.27,27,high,mixed,semi,1
1.67,26,34994,20954.49,1296.07,rice,low,assured,good,0.7,32,medium,none,productive,0
2.28,17,289777,127095.18,16098.72,pulses,low,rainfed,average,0.82,25,low,none,consumption,1
1.87,3,290626,155414.97,72656.5,maize,low,assured,good,0.63,23,medium,poor,productive,1
2.16,28,59986,27771.3,2068.48,pulses,low,rainfed,poor,0.62,40,high,good,semi,1
0.9,6,275702,306335.56,39386.0,maize,low,partial,poor,0.97,2,high,poor,consumption,1
3.88,2,211870,54605.67,70623.33,pulses,low,assured,average,0.24,36,medium,good,productive,0
2.49,29,227409,91328.92,7580.3,millets,low,partial,poor,0.9,19,low,good,productive,0
2.13,1,153598,72111.74,76799.0,maize,low,assured,average,0.22,21,medium,good,productive,0
2.38,16,298989,125625.63,17587.59,millets,high,partial,average,0.45,35,high,poor,productive,1
2.37,0,326145,137613.92,326145.0,cotton,low,assured,good,0.4,34,high,poor,productive,1
1.94,20,421312,217171.13,20062.48,cotton,high,assured,poor,0.57,17,medium,none,semi,1
2.79,26,104924,37607.17,3886.07,rice,low,rainfed,good,0.97,29,low,mixed,semi,0
1.01,15,239104,236736.63,14944.0,wheat,high,assured,poor,0.99,27,high,mixed,productive,1
5.56,15,412882,74259.35,25805.12,pulses,low,assured,poor,0.72,32,high,mixed,semi,1
3.29,17,174750,53115.5,9708.33,rice,low,assured,average,0.99,19,medium,good,semi,0
2.22,4,445997,200899.55,89199.4,wheat,low,partial,poor,0.55,38,low,none,productive,1
2.69,13,38954,14481.04,2782.43,pulses,low,partial,good,0.83,36,low,good,consumption,0
4.39,24,342116,77930.75,13684.64,maize,low,assured,average,0.69,40,medium,none,semi,0
2.03,24,77829,38339.41,3113.16,maize,low,assured,average,0.92,25,medium,poor,productive,0
2.49,30,259466,104203.21,8369.87,rice,low,partial,average,0.4,20,low,none,semi,0
5.09,9,185366,36417.68,18536.6,pulses,low,rainfed,average,0.89,25,low,none,consumption,1
2.86,10,82191,28738.11,7471.91,maize,low,partial,good,0.99,34,low,none,semi,1
4.01,10,93471,23309.48,8497.36,millets,high,rainfed,average,0.68,31,high,good,consumption,1
5.98,12,60142,10057.19,4626.31,maize,low,partial,good,0.65,29,high,good,productive,0
5.93,9,20105,3390.39,2010.5,pulses,low,partial,average,0.24,37,medium,none,semi,0
4.94,12,462037,93529.76,35541.31,millets,low,partial,average,0.17,20,medium,mixed,productive,0
4.6,24,155812,33872.17,6232.48,maize,low,rainfed,poor,0.84,20,low,mixed,semi,0
2.43,4,64692,26622.22,12938.4,rice,low,rainfed,average,0.31,2,medium,poor,consumption,1
0.86,9,395676,460088.37,39567.6,maize,low,rainfed,good,0.29,21,low,none,semi,1
4.04,9,248086,61407.43,24808.6,rice,low,partial,poor,0.7,5,medium,poor,productive,0
4.75,3,358744,75525.05,89686.0,millets,low,partial,poor,0.31,21,medium,mixed,semi,0
1.76,5,72374,41121.59,12062.33,pulses,low,partial,good,0.58,6,medium,good,productive,0
0.79,13,229313,290269.62,16379.5,millets,high,rainfed,good,0.79,8,medium,good,semi,1
1.07,17,3062,2861.68,170.11,wheat,low,rainfed,poor,0.95,5,high,poor,semi,1
4.88,9,362415,74265.37,36241.5,maize,low,partial,good,0.55,40,high,good,productive,0
3.18,0,491825,154661.95,491825.0,cotton,high,assured,good,0.75,16,low,poor,consumption,1
1.65,20,446253,270456.36,21250.14,cotton,high,rainfed,good,0.88,26,medium,none,consumption,1
5.74,19,355232,61887.11,17761.6,rice,low,rainfed,good,0.54,22,medium,none,consumption,1
1.38,25,179616,130156.52,6908.31,millets,low,assured,average,0.83,25,high,poor,consumption,1
5.83,9,201775,34609.78,20177.5,maize,low,partial,poor,0.61,2,low,none,consumption,1
0.52,17,440323,846775.0,24462.39,rice,low,rainfed,average,0.13,39,low,none,consumption,1
3.91,20,64848,16585.17,3088.0,rice,low,rainfed,poor,0.17,36,high,poor,productive,1
4.04,8,93373,23112.13,10374.78,rice,low,assured,good,0.86,40,high,good,semi,0
4.7,9,155079,32995.53,15507.9,maize,low,rainfed,average,0.18,18,low,none,consumption,1
5.91,7,303922,51425.04,37990.25,maize,low,rainfed,good,0.86,36,medium,mixed,productive,0
3.65,24,80399,22027.12,3215.96,wheat,high,assured,average,0.17,29,high,mixed,semi,0
3.66,29,96088,26253.55,3202.93,rice,low,rainfed,average,0.16,14,low,mixed,semi,0
4.19,22,400116,95493.08,17396.35,maize,low,assured,good,0.29,29,high,poor,semi,0
5.39,14,474468,88027.46,31631.2,maize,low,partial,average,0.72,37,high,mixed,semi,0
3.56,29,274483,77101.97,9149.43,maize,low,assured,average,0.96,3,high,none,productive,0
5.97,21,337619,56552.6,15346.32,pulses,low,assured,poor,0.69,5,high,mixed,semi,0
5.07,0,424525,83732.74,424525.0,cotton,high,rainfed,average,0.86,33,high,poor,semi,1
5.3,17,179994,33961.13,9999.67,wheat,high,assured,poor,0.14,26,high,poor,productive,1
3.14,17,48527,15454.46,2695.94,rice,low,assured,average,0.89,23,low,mixed,consumption,0
4.49,28,116239,25888.42,4008.24,pulses,low,assured,average,0.88,40,medium,poor,productive,0
4.65,12,378131,81318.49,29087.0,cotton,low,assured,good,0.26,10,low,good,productive,0
3.3,13,368858,111775.15,26347.0,pulses,low,rainfed,good,0.75,26,high,poor,consumption,1
4.35,21,184413,42393.79,8382.41,millets,high,rainfed,average,0.67,13,medium,none,semi,1
